2023-06-25 23:06:45.370 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - command task：77 开始, 记录到数据库
2023-06-25 23:06:45.397 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - 完成配置文件生成：/Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/work/hdfs1/k8s-worker-node1/conf/httpfs-bootstrap.sh
2023-06-25 23:06:45.397 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - File found: jmx_prometheus.yaml
2023-06-25 23:06:45.397 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - 完成配置文件生成：/Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/work/hdfs1/k8s-worker-node1/conf/jmx_prometheus.yaml
2023-06-25 23:06:45.398 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - File found: hdfs-site.xml.ftl
2023-06-25 23:06:45.400 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - 完成配置文件生成：/Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/work/hdfs1/k8s-worker-node1/conf/hdfs-site.xml
2023-06-25 23:06:45.400 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - File found: hadoop-metrics2-namenode.properties
2023-06-25 23:06:45.401 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - 完成配置文件生成：/Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/work/hdfs1/k8s-worker-node1/conf/hadoop-metrics2-namenode.properties
2023-06-25 23:06:45.401 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - File found: hadoop-hdfs-env.sh.ftl
2023-06-25 23:06:45.403 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - 完成配置文件生成：/Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/work/hdfs1/k8s-worker-node1/conf/hadoop-hdfs-env.sh
2023-06-25 23:06:45.404 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - File found: hadoop-metrics2-datanode.properties
2023-06-25 23:06:45.404 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - 完成配置文件生成：/Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/work/hdfs1/k8s-worker-node1/conf/hadoop-metrics2-datanode.properties
2023-06-25 23:06:45.404 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - File found: core-site.xml.ftl
2023-06-25 23:06:45.407 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - 完成配置文件生成：/Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/work/hdfs1/k8s-worker-node1/conf/core-site.xml
2023-06-25 23:06:45.407 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - File found: namenode-bootstrap.sh.ftl
2023-06-25 23:06:45.408 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - 完成配置文件生成：/Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/work/hdfs1/k8s-worker-node1/conf/namenode-bootstrap.sh
2023-06-25 23:06:45.409 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - File found: log4j.properties
2023-06-25 23:06:45.409 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - 完成配置文件生成：/Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/work/hdfs1/k8s-worker-node1/conf/log4j.properties
2023-06-25 23:06:45.410 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - File found: dfs.exclude
2023-06-25 23:06:45.410 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - 完成配置文件生成：/Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/work/hdfs1/k8s-worker-node1/conf/dfs.exclude
2023-06-25 23:06:45.422 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - 拷贝本地配置目录：/Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/work/hdfs1/k8s-worker-node1/conf 到节点k8s-worker-node1的：/opt/edp/hdfs1/conf/
2023-06-25 23:06:45.582 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - 成功拷贝本地配置目录：/Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/work/hdfs1/k8s-worker-node1/conf 到节点k8s-worker-node1的：/opt/edp/hdfs1/conf/
2023-06-25 23:06:45.582 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - 赋予conf目录下sh脚本执行权限：chmod +x /opt/edp/hdfs1/conf//*.sh
2023-06-25 23:06:45.621 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - command task：77 结束, 记录到数据库
2023-06-25 23:06:45.625 [ForkJoinPool.commonPool-worker-5] INFO  org.dromara.cloudeon.processor.ConfigTask - close sifting Appender of `4-77`
